firm,firm_ticker,model_company,model,event_date,owner,investor,cloud,business_upstream,real_upstream,business_downstream,real_downstream,competitor,notes
Ambarella,AMBA,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Okta,OKTA,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Identity/access management SaaS; positioned to integrate AI into enterprise iden); No identified relationship
WeRock,WRD,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Pegasystems,PEGA,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise software/CRM platform; Pega AI integrates generative AI into business); No identified relationship
Toshiba,6588 JP,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Wolters Kluwer,WKL NA,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Professional information/software firm; integrates AI into legal, tax, health, a); No identified relationship"
SoundHound AI,SOUN,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Voice AI/conversational intelligence firm; directly leverages generative AI and ); No identified relationship
研华科技,2395 TT,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
CCC Intelligent Solutions,CCC,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Insurance claims software/SaaS; AI integration into insurance automation workflo); No identified relationship
宏基,2353 TT,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Sony,6758 JP,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Snap,SNAP,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a com; business_downstream=1 (Social media/camera platform; My AI chatbot powered by LLMs, Lens AI uses genera); No identified relationship"
Zebra Technologies,ZBRA,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
NICE,NICE,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Customer service automation software; CXone AI platform integrates conversationa); No identified relationship
Amplifon,AMP IM,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Super Micro,SMCI,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Quantum Computing,QUBT,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,No identified relationship
Wix,WIX,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Website builder/SaaS platform; Wix AI website builder leverages generative AI fo); No identified relationship
The Trade Desk,TTD,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Programmatic advertising/demand-side platform; AI-driven bidding, positioned to ); No identified relationship"
C3.ai,AI,Google,Gemini 1.0,2023-12-06,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise AI software firm; provides AI application platform directly leveragin); No identified relationship
Samsung Electronics,005930 KS,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Alphabet,GOOGL,Anthropic,Claude 3,2024-03-04,0,1,1,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Google Cloud AI services, Google Workspace AI features, search AI — positioned a); investor=1; cloud=1; competitor=1"
Micron Technology,MU,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
AMD,AMD,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
SK Hynix,000660 KS,Anthropic,Claude 3,2024-03-04,0,0,0,1,1,0,0,0,upstream=1
Alibaba,BABA,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Alibaba Cloud AI, e-commerce AI features — positioned as both competitor (Qwen) ); competitor=1"
TSMC,TSM,Anthropic,Claude 3,2024-03-04,0,0,0,1,1,0,0,0,business_upstream=1 by researcher convention (TSMC is universal upstream); upstream=1
Tesla,TSLA,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Apple,AAPL,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Apple Intelligence, Siri, on-device AI features — positioned as both competitor ); No identified relationship"
Broadcom,AVGO,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Cisco,CSCO,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Networking/IT infrastructure firm; AI networking, positioned to supply and deplo); No identified relationship"
Tencent,700 HK,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Tencent Cloud AI, WeChat AI features — positioned as both competitor (Hunyuan) a); competitor=1"
Nvidia,NVDA,Anthropic,Claude 3,2024-03-04,0,0,0,1,1,0,0,0,business_upstream=1 by researcher convention (Nvidia is universal upstream); upstream=1
Amazon,AMZN,Anthropic,Claude 3,2024-03-04,0,1,1,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (AWS AI/ML services, Amazon.com AI features, Alexa — positioned as both competito); investor=1; cloud=1; competitor=1"
Palantir,PLTR,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Data analytics/AI platform; AIP (Artificial Intelligence Platform) integrates LL); No identified relationship
IBM,IBM,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise IT/consulting/software firm; watsonx AI platform, major AI consulting); competitor=1"
Microsoft,MSFT,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise software/productivity/cloud firm; Azure OpenAI Service, Copilot, Offi); No identified relationship"
Meta,META,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Social media platform; AI-powered content recommendation, advertising, AI assist); competitor=1"
Siemens,SIE GR,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Salesforce,CRM,Anthropic,Claude 3,2024-03-04,0,1,0,0,0,1,1,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise CRM/software firm; Einstein GPT integrates LLM capabilities into CRM ); investor=1; downstream=1
Netflix,NFLX,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Streaming entertainment platform; AI-driven content recommendation, positioned t); No identified relationship"
Oracle,ORCL,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise software/cloud firm; OCI Generative AI hosts and serves AI models, po); competitor=1"
Intel,INTC,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Accenture,ACN,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Global IT services/consulting firm; major AI consulting and deployment partner, ); No identified relationship"
Uber,UBER,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Ridesharing/delivery platform; uses AI/ML for matching, routing, pricing — posit); No identified relationship"
Qualcomm,QCOM,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Shopify,SHOP,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (E-commerce platform; Shopify Magic integrates generative AI for merchant tools, ); No identified relationship"
AppLovin,APP,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Mobile advertising/marketing platform; AI-driven ad targeting, positioned as dow); No identified relationship"
ServiceNow,NOW,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise workflow automation platform; integrates AI/LLM capabilities into Now); downstream=1
Adobe,ADBE,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Creative software firm; Adobe Firefly integrates generative AI into Creative Clo); No identified relationship
Synopsys,SNPS,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Electronic design automation (EDA) software; AI-driven chip design and verificat); No identified relationship"
Cadence,CDNS,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Electronic design automation (EDA) software; AI-driven chip design tools, positi); No identified relationship"
Hut 8 Mining,HUT,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Seagate,STX,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Marvell,MRVL,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Snowflake,SNOW,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Cloud data platform/analytics; integrates AI/LLM capabilities into Data Cloud th); No identified relationship
Meituan,3690 HK,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Infineon,IFX GR,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Fortinet,FTNT,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Cybersecurity/firewall firm; FortiAI integrates AI into threat detection and sec); No identified relationship
Mitsubishi Electric,5803 JP,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
NXP Semiconductors,NXPI,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
创见资讯,3443 TT,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,No identified relationship
Fujitsu,6702 JP,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Global IT services/hardware firm; Fujitsu Kozuchi AI platform, positioned to dep); No identified relationship"
Thomson Reuters,TRI,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Professional information/content firm; integrates AI into legal, tax, and news p); No identified relationship"
NEC,6701 JP,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (IT services/technology firm; positioned to integrate AI into enterprise and gove); No identified relationship
Baidu,BIDU,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Baidu Cloud AI, search AI features — positioned as both competitor (ERNIE) and d); competitor=1"
Datadog,DDOG,Anthropic,Claude 3,2024-03-04,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Cloud monitoring/observability platform; integrates AI for anomaly detection, in); No identified relationship"
